,Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
1029,7498,Battle of Giants: Dinosaurs Strike,Wii,2010.0,Strategy,Ubisoft,3.102880015,1.781124175,2.408867338,1.087976995,8.462015986
1030,3222,Battle of Giants: Dragons,DS,2009.0,Strategy,Ubisoft,3.828817018,3.613705639,3.048138854,2.186589283,12.73442213
1031,6329,Battle of Giants: Mutant Insects,DS,2010.0,Strategy,Ubisoft,2.592054391,3.102880015,1.316862957,1.493442103,8.665979379
1032,15448,Battle Princess of Arcadias,PS3,2013.0,Role-Playing,Nippon Ichi Software,1.087976995,0.5924445156,1.087976995,0.394829814,3.509167809
1033,13594,Battle Rage,Wii,2008.0,Shooter,Popcorn Arcade,1.781124175,1.120414204,3.556682059,0.977073446,7.555415786
1034,8619,Battle Soccer: Field no Hasha,SNES,1992.0,Sports,Banpresto,2.456508556,1.435228137,3.167418536,0.4710760039,7.536613645
1035,13693,Battle Spirits: Digital Starter,DS,2010.0,Role-Playing,Namco Bandai Games,1.493442103,0.394829814,1.781124175,0.394829814,4.085703537
1036,15843,Battle Spirits: Hero's Soul,PSP,2010.0,Role-Playing,Namco Bandai Games,1.087976995,0.5924445156,1.087976995,0.394829814,3.509167809
1037,15519,Battle Spirits: Kiseki no Hasha,PSP,2009.0,Role-Playing,Namco Bandai Games,1.087976995,0.5924445156,1.087976995,0.394829814,3.509167809
1038,8912,Battle Stadium D.O.N,PS2,2006.0,Fighting,Namco Bandai Games,1.354020486,1.097264128,3.102880015,0.394829814,6.130003338
1039,11112,Battle Stadium D.O.N,GC,2006.0,Fighting,Namco Bandai Games,3.863280748,1.854851807,2.592054391,1.439532927,9.590559576
1040,2643,Battle Stations,PS,1997.0,Strategy,Electronic Arts,4.15602993,3.762125644,2.692365476,2.004267726,12.49565095
1041,13057,Battle vs. Chess,PS3,,Misc,TopWare Interactive,2.474271356,1.781124175,1.802717223,0.394829814,6.40867196
1042,14332,Battle vs. Chess,X360,2011.0,Misc,TopWare Interactive,2.176521756,1.493442103,2.702013783,0.4433501167,6.856284513
1043,14586,Battle vs. Chess,PC,,Misc,TopWare Interactive,1.763103237,1.087976995,3.594306252,0.394829814,7.246225377
1044,16054,Battle Worlds: Kronos,PC,2016.0,Strategy,Nordic Games,1.892811909,0.394829814,2.340739963,0.4433501167,5.284352124
1045,7182,Battleborn,PS4,2016.0,Shooter,Take-Two Interactive,2.592054391,2.474271356,0.394829814,1.781124175,7.242279736
1046,9648,Battleborn,XOne,2016.0,Shooter,Take-Two Interactive,2.474271356,1.781124175,1.802717223,0.394829814,6.40867196
1047,12007,Battleborn,PC,2016.0,Shooter,Take-Two Interactive,1.493442103,1.493442103,2.957775671,0.394829814,6.328272333
1048,12783,BattleBots: Beyond the BattleBox,GBA,2002.0,Action,Vivendi Games,1.781124175,0.394829814,2.666650104,0.394829814,5.56145784
1049,4477,Battlebots: Design & Destroy,GBA,2003.0,Action,Majesco Entertainment,3.828817018,2.879736464,4.238367738,0.394829814,11.9307362
1050,14875,Battlefield 1942,PC,2002.0,Shooter,Electronic Arts,0.394829814,0.394829814,2.20747993,0.4225557012,3.66346124
1051,14589,Battlefield 1942: The WW II Anthology,PC,2004.0,Shooter,Electronic Arts,0.394829814,0.394829814,2.20747993,0.4225557012,3.66346124
1052,11290,Battlefield 2,PC,2005.0,Shooter,Electronic Arts,2.505091835,2.340739963,2.852771298,1.087976995,8.913930248
1053,3583,Battlefield 2: Modern Combat,XB,2005.0,Shooter,Electronic Arts,4.05839146,3.102880015,3.779213973,1.087976995,12.15162689
1054,4435,Battlefield 2: Modern Combat,PS2,2005.0,Shooter,Electronic Arts,4.005747727,0.394829814,2.924599024,2.186589283,9.906418877
1055,4748,Battlefield 2: Modern Combat,X360,2006.0,Shooter,Electronic Arts,3.950177876,1.087976995,0.394829814,1.493442103,6.926426787
1056,14939,Battlefield 2: Modern Combat(JP sales),PS2,2005.0,Shooter,Electronic Arts,1.087976995,0.5924445156,1.087976995,0.394829814,3.509167809
1057,14786,Battlefield 2142,PC,2006.0,Shooter,Electronic Arts,2.437787146,1.087976995,2.088055699,0.5791027321,5.961886843
1058,100,Battlefield 3,X360,2011.0,Shooter,Electronic Arts,6.495148766,5.75612198,2.186589283,4.628936319,19.06679635
1059,104,Battlefield 3,PS3,2011.0,Shooter,Electronic Arts,6.047318994,6.075002423,3.950177876,5.09531018,21.16780947
1060,534,Battlefield 3,PC,2011.0,Shooter,Electronic Arts,4.883466184,5.357674444,1.644072984,4.266030825,16.31771713
1061,337,Battlefield 4,PS3,2013.0,Shooter,Electronic Arts,5.262364264,5.412109651,3.69066668,4.505703678,18.87084427
1062,366,Battlefield 4,X360,2013.0,Shooter,Electronic Arts,5.760805829,5.076961041,1.087976995,3.762125644,15.68786951
1063,387,Battlefield 4,PS4,2013.0,Shooter,Electronic Arts,5.292669614,5.431782416,3.228043158,4.032415974,17.98491116
1064,858,Battlefield 4,XOne,2013.0,Shooter,Electronic Arts,5.223143551,4.455272825,0.574526921,3.167418536,13.39556692
1065,1388,Battlefield 4,PC,2013.0,Shooter,Electronic Arts,4.032415974,4.84917711,1.530789838,3.167418536,13.22796435
1066,14658,Battlefield Vietnam,PC,2004.0,Shooter,Electronic Arts,2.437787146,1.087976995,2.088055699,0.5791027321,5.961886843
1067,1302,Battlefield: Bad Company,X360,2008.0,Shooter,Electronic Arts,4.789278969,4.223471211,1.781124175,3.102880015,13.89675437
1068,1445,Battlefield: Bad Company,PS3,2008.0,Shooter,Electronic Arts,4.725563154,3.978348752,2.004267726,3.285201572,13.99338121
1069,380,Battlefield: Bad Company 2,X360,2010.0,Shooter,Electronic Arts,5.737164066,5.019802627,1.781124175,3.860565717,16.39865659
1070,478,Battlefield: Bad Company 2,PS3,2010.0,Shooter,Electronic Arts,5.285178942,5.113328685,2.474271356,4.201492304,17.07427129
1071,2858,Battlefield: Bad Company 2,PC,2010.0,Shooter,Electronic Arts,3.339268793,4.365121728,0.8817431162,2.856719358,11.36000538
1072,799,Battlefield: Hardline,PS4,2015.0,Shooter,Electronic Arts,4.643325056,4.927429307,3.033887144,3.860565717,16.46520722
1073,1674,Battlefield: Hardline,XOne,2015.0,Shooter,Electronic Arts,4.671495933,4.005747727,0.394829814,2.792725087,11.86479856
1074,4079,Battlefield: Hardline,PS3,2015.0,Shooter,Electronic Arts,2.879736464,3.53032403,2.340739963,2.340739963,11.09154042
1075,5437,Battlefield: Hardline,X360,2015.0,Shooter,Electronic Arts,3.228043158,3.033887144,3.163301065,1.493442103,10.85584417
1076,9306,Battlefield: Hardline,PC,2015.0,Shooter,Electronic Arts,3.963418188,2.959779171,3.641593709,0.394829814,11.44611666
1077,16189,BattleForge,PC,2009.0,Strategy,Electronic Arts,1.892811909,0.394829814,2.340739963,0.4433501167,5.284352124
1078,9897,Battles of Prince of Persia,DS,2005.0,Strategy,Ubisoft,2.697414907,0.394829814,2.974359234,0.394829814,6.464040995
1079,13008,Battleship / Connect Four / Sorry! / Trouble,DS,2006.0,Puzzle,"Destination Software, Inc",2.004267726,1.038935532,1.094908467,0.394829814,4.693402065
1080,8693,Battlestar Galactica,PS2,2003.0,Shooter,Vivendi Games,2.474271356,2.186589283,1.250163038,1.087976995,6.829149026
1081,11549,Battlestar Galactica,XB,2003.0,Shooter,Vivendi Games,2.186589283,1.087976995,1.941165868,0.5542536656,5.745234095
1082,6449,Battlestations: Midway,X360,2007.0,Strategy,Eidos Interactive,3.439352252,1.087976995,3.02749889,1.087976995,8.644976855
1083,16276,Battlestations: Midway,PC,2007.0,Strategy,Eidos Interactive,1.892811909,0.394829814,2.340739963,0.4433501167,5.284352124
1084,5513,Battlestations: Pacific,X360,2009.0,Strategy,Eidos Interactive,3.228043158,2.879736464,0.394829814,1.493442103,7.996051539
1085,14872,Battlestations: Pacific,PC,2009.0,Strategy,Eidos Interactive,2.437787146,1.087976995,2.088055699,0.5791027321,5.961886843
1086,5511,BattleTanx,N64,1998.0,Action,3DO,3.652926352,2.186589283,3.44888538,1.14675895,10.43485864
1087,4935,BattleTanx: Global Assault,N64,1999.0,Action,3DO,3.828817018,2.340739963,4.333536941,1.015264296,11.69910486
1088,3250,Battlezone,2600,1982.0,Shooter,Atari,4.455272825,1.493442103,4.519893217,0.394829814,11.40167805
1089,14803,Battlezone,PSP,2006.0,Shooter,Atari,1.087976995,1.246108387,3.333187933,0.394829814,6.124094873
1090,11984,Battlezone: Rise of the Black Dogs,N64,2000.0,Strategy,Crave Entertainment,2.186589283,0.394829814,2.350445531,0.394829814,5.453809896
1091,1627,Bayonetta,PS3,2009.0,Action,Sega,4.179019448,4.108401881,3.439352252,3.228043158,14.95481674
1092,2208,Bayonetta,X360,2009.0,Action,Sega,4.326655447,3.652926352,2.592054391,2.474271356,13.04590755
1093,2043,Bayonetta 2,WiiU,2014.0,Action,Nintendo,3.921190339,3.727034324,2.697414907,3.796027196,14.14166677
1094,8661,"BCFX: The Black College Football Xperience, The Doug Williams Edition",X360,2009.0,Sports,Aspyr,3.102880015,1.489387452,5.358936828,0.394829814,10.21582719
1095,10592,Beach Spikers: Virtua Beach Volleyball,GC,2002.0,Sports,Sega,2.474271356,1.087976995,1.502072565,0.394829814,5.446378684
1096,6298,Beamrider,2600,1984.0,Racing,Activision,3.652926352,0.394829814,3.327296635,1.087976995,9.053033005
1097,14257,Beastly,Wii,2011.0,Misc,Unknown,1.493442103,0.5473221938,1.987500425,0.4086927576,4.258174163
1098,13225,Beastly Frantic Foto,DS,2011.0,Puzzle,Storm City Games,1.781124175,1.120414204,3.556682059,0.977073446,7.555415786
1099,11743,Beat City,DS,2010.0,Misc,THQ,2.340739963,1.525543463,3.103825243,0.394829814,7.372592217
1100,8376,Beat Down: Fists of Vengeance,PS2,2005.0,Action,Capcom,1.781124175,1.493442103,2.592054391,0.394829814,6.261450483
1101,11265,Beat Sketch!,PS3,2010.0,Misc,Sony Computer Entertainment,0.4156242294,0.394829814,2.474271356,0.505733363,3.746328679
1102,14010,Beatdown: Fists of Vengeance,XB,2005.0,Action,Capcom,1.493442103,0.394829814,1.781124175,0.394829814,4.085703537
1103,10996,Beaterator,PSP,2009.0,Misc,Take-Two Interactive,2.186589283,1.087976995,3.025273631,1.087976995,7.813617448
1104,1880,BeatMania,PS,1998.0,Simulation,Konami Digital Entertainment,4.814069113,2.776439986,5.067658648,1.087976995,13.83406884
1105,12041,BeatMania,PS2,2006.0,Simulation,Konami Digital Entertainment,1.493442103,1.493442103,2.957775671,0.394829814,6.328272333
1106,3368,BeatMania Append 3rdMix,PS,1998.0,Simulation,Konami Digital Entertainment,3.554814916,2.465629325,4.420181505,1.781124175,12.05559518
1107,6087,BeatMania Append 4thMix: The beat goes on,PS,1999.0,Simulation,Konami Digital Entertainment,3.475326876,2.073606356,3.69066668,1.087976995,10.18705539
1108,5483,BeatMania Append GottaMix,PS,1999.0,Simulation,Konami Digital Entertainment,3.603786575,2.300355424,3.828817018,1.087976995,10.88219567
1109,14947,BeatMania IIDX 11: IIDX Red,PS2,2006.0,Simulation,Konami Digital Entertainment,1.087976995,0.5924445156,1.087976995,0.394829814,3.509167809
1110,14449,BeatMania IIDX 13: DistorteD,PS2,2007.0,Simulation,Konami Digital Entertainment,1.145708914,1.762339201,1.493442103,0.4086927576,4.982552036
1111,14317,BeatMania IIDX 14 Gold,PS2,2008.0,Simulation,Konami Digital Entertainment,1.145708914,1.762339201,1.493442103,0.4086927576,4.982552036
1112,14560,BeatMania IIDX 15: DJ Troopers,PS2,2008.0,Simulation,Konami Digital Entertainment,1.145708914,1.762339201,1.493442103,0.4086927576,4.982552036
1113,13612,BeatMania IIDX 16: Empress + Premium Best,PS2,2009.0,Simulation,Konami Digital Entertainment,1.493442103,0.394829814,1.781124175,0.394829814,4.085703537
1114,13178,BeatMania IIDX 3rd Style,PS2,2000.0,Simulation,Konami Digital Entertainment,1.081045523,1.714663619,2.004267726,0.394829814,5.132196015
1115,13188,BeatMania IIDX 4th Style: New Songs Collection,PS2,2001.0,Simulation,Konami Digital Entertainment,1.081045523,1.714663619,2.004267726,0.394829814,5.132196015
1116,5600,Beautiful Katamari,X360,2007.0,Puzzle,Namco Bandai Games,3.033887144,1.087976995,3.102880015,1.087976995,8.312721148
1117,4372,Bee Movie Game,DS,2007.0,Action,Activision,4.108401881,1.651190508,2.521581156,1.493442103,9.659381293
1118,5393,Bee Movie Game,Wii,2007.0,Action,Activision,3.828817018,0.394829814,1.316079775,1.493442103,7.385622929
1119,8322,Bee Movie Game,X360,2007.0,Action,Activision,3.167418536,2.356029309,3.272576459,0.394829814,9.556721508
1120,10611,Bee Movie Game,PS2,2007.0,Action,Activision,2.004267726,1.781124175,2.446410288,0.394829814,6.639788355
1121,3261,Beetle Adventure Racing!,N64,1999.0,Racing,Electronic Arts,4.083709268,3.390562088,3.711760732,1.087976995,12.42928671
1122,2392,Beijing 2008,PS3,2008.0,Sports,Sega,3.033887144,4.383813861,0.394829814,3.285201572,11.09773239
1123,3388,Beijing 2008,X360,2008.0,Sports,Sega,3.102880015,4.032415974,2.59731541,2.340739963,12.53461468
1124,15093,Bejeweled 2 Deluxe,PC,2006.0,Puzzle,Focus Home Interactive,2.437787146,1.087976995,2.088055699,0.5791027321,5.961886843
1125,5173,Bejeweled 3,DS,,Puzzle,Unknown,3.860565717,1.087976995,3.618212773,1.493442103,10.2156637
1126,9173,Bejeweled 3,PS3,,Puzzle,Unknown,2.959779171,1.200058374,3.299417375,0.394829814,7.825564379
1127,9253,Bejeweled 3,X360,,Puzzle,Unknown,2.959779171,1.200058374,3.299417375,0.394829814,7.825564379
1128,11379,Bejeweled 3,PC,2010.0,Puzzle,PopCap Games,1.087976995,2.004267726,1.831396876,0.394829814,5.188713497
1129,15657,Bejeweled Blitz,PC,2010.0,Puzzle,Mastertronic,1.892811909,0.394829814,2.340739963,0.4433501167,5.284352124
1130,10605,Bejeweled Twist,DS,2010.0,Puzzle,PopCap Games,3.447628367,2.592054391,3.179221421,0.394829814,9.686267955
1131,13045,Bejeweled Twist,PC,2008.0,Puzzle,PopCap Games,0.394829814,1.781124175,2.663802942,0.394829814,5.432821937
1132,11177,Bella Sara,DS,2008.0,Misc,Codemasters,1.781124175,1.493442103,3.174448693,0.394829814,7.048842271
1133,15361,Bella Sara 2 - The Magic of Drasilmare,3DS,2013.0,Adventure,Big Ben Interactive,2.437787146,1.087976995,2.088055699,0.5791027321,5.961886843
1134,4437,Ben 10 Alien Force: Vilgax Attacks,Wii,2009.0,Action,D3Publisher,3.613705639,3.102880015,3.661063997,1.781124175,12.17528249
1135,4572,Ben 10 Alien Force: Vilgax Attacks,DS,2009.0,Action,D3Publisher,3.485872267,3.167418536,3.474456736,1.781124175,12.0793952
1136,4573,Ben 10 Alien Force: Vilgax Attacks,PSP,2009.0,Action,D3Publisher,2.959779171,3.339268793,1.031397508,2.792725087,9.970570848
1137,5986,Ben 10 Alien Force: Vilgax Attacks,PS2,2009.0,Action,D3Publisher,2.792725087,1.493442103,2.170056127,3.102880015,9.3000933
1138,7242,Ben 10 Alien Force: Vilgax Attacks,X360,2009.0,Action,D3Publisher,2.792725087,2.592054391,1.905673454,1.087976995,8.464803795
1139,9215,Ben 10 Galactic Racing,DS,2011.0,Racing,D3Publisher,2.697414907,1.493442103,1.23631138,0.394829814,5.534223622
1140,9366,Ben 10 Galactic Racing,3DS,2011.0,Racing,D3Publisher,2.340739963,2.186589283,1.410414614,0.394829814,6.39864757
1141,9625,Ben 10 Galactic Racing,Wii,2011.0,Racing,D3Publisher,2.474271356,1.493442103,2.692922776,0.394829814,7.208370718
1142,10712,Ben 10 Galactic Racing,X360,2011.0,Racing,D3Publisher,2.340739963,1.087976995,3.289260713,0.394829814,7.368438787
1143,11017,Ben 10 Galactic Racing,PS3,2011.0,Racing,D3Publisher,2.186589283,1.087976995,3.409088576,0.394829814,7.359902447
1144,13098,Ben 10 Galactic Racing,PSV,2012.0,Racing,D3Publisher,1.087976995,1.087976995,2.870444162,0.394829814,5.551478351
1145,15621,Ben 10 Omniverse 2,3DS,2013.0,Action,Namco Bandai Games,2.437787146,1.087976995,2.088055699,0.5791027321,5.961886843
1146,16101,Ben 10 Omniverse 2,X360,2013.0,Action,Namco Bandai Games,1.892811909,0.394829814,2.340739963,0.4433501167,5.284352124
1147,6354,Ben 10 Triple Pack,DS,2011.0,Misc,D3Publisher,2.959779171,2.879736464,2.377933786,1.493442103,9.755941643
1148,5606,Ben 10 Ultimate Alien: Cosmic Destruction,DS,2010.0,Platform,D3Publisher,3.485872267,2.474271356,2.869693116,1.493442103,10.26567342
1149,6002,Ben 10 Ultimate Alien: Cosmic Destruction,Wii,2010.0,Platform,D3Publisher,3.228043158,2.697414907,3.000208927,1.087976995,10.26215692
1150,6725,Ben 10 Ultimate Alien: Cosmic Destruction,PS3,2010.0,Platform,D3Publisher,2.879736464,2.592054391,1.487245528,1.781124175,8.672899853
1151,6838,Ben 10 Ultimate Alien: Cosmic Destruction,PSP,2010.0,Platform,D3Publisher,2.697414907,2.592054391,0.988070854,2.004267726,8.359584181
1152,7165,Ben 10 Ultimate Alien: Cosmic Destruction,PS2,2010.0,Platform,D3Publisher,2.959779171,2.186589283,2.428303602,1.781124175,9.234959412
1153,8085,Ben 10 Ultimate Alien: Cosmic Destruction,X360,2010.0,Platform,D3Publisher,2.697414907,2.186589283,0.4196788805,1.087976995,6.413205747
1154,2180,Ben 10: Alien Force,DS,2008.0,Action,Koch Media,4.569217084,3.485872267,1.13294243,2.592054391,11.51560611
1155,2558,Ben 10: Alien Force,Wii,2008.0,Action,Koch Media,4.346073533,3.439352252,3.372947347,2.340739963,13.41969769
1156,3431,Ben 10: Alien Force,PSP,2008.0,Action,Koch Media,3.950177876,3.033887144,1.567074782,2.697414907,11.03520104
1157,3523,Ben 10: Alien Force,PS2,2008.0,Action,Koch Media,3.485872267,1.087976995,3.104342927,3.891337375,10.97356782
1158,1057,Ben 10: Protector of Earth,DS,2007.0,Action,D3Publisher,4.628936319,4.813670422,0.4225557012,3.339268793,13.21073671
1159,1612,Ben 10: Protector of Earth,Wii,2007.0,Action,D3Publisher,4.402162999,4.402162999,0.4681991832,2.959779171,12.17950987
1160,2479,Ben 10: Protector of Earth,PS2,2007.0,Action,D3Publisher,2.592054391,3.743445117,3.11192046,4.698894907,13.18369048
1161,2847,Ben 10: Protector of Earth,PSP,2007.0,Action,D3Publisher,3.53032403,3.828817018,2.675289716,3.285201572,13.33223601
1162,2224,Bentley's Hackpack,GBA,2005.0,Misc,,4.599522433,3.613705639,2.740001297,1.087976995,12.01229464
1163,4785,Beowulf: The Game,X360,2007.0,Action,Ubisoft,3.978348752,0.394829814,1.977123645,1.493442103,8.098964381
1164,8541,Beowulf: The Game,PS3,2007.0,Action,Ubisoft,3.033887144,0.394829814,2.737069836,0.394829814,6.605224443
1165,11062,Beowulf: The Game,PSP,2007.0,Action,Ubisoft,2.474271356,1.473283477,3.07044578,0.394829814,7.419877015
1166,2808,Berzerk,2600,1981.0,Shooter,Atari,4.614337519,1.781124175,4.47617957,0.394829814,12.01594345
1167,14275,Best Friends Tonight,DS,2010.0,Misc,Ubisoft,1.493442103,0.5473221938,1.987500425,0.4086927576,4.258174163
1168,16081,Best Of Tests,DS,2008.0,Puzzle,Conspiracy Entertainment,0.394829814,1.030390733,0.4861167779,0.4017612858,2.712912536
1169,14672,Betty Boop's Double Shift,DS,2007.0,Puzzle,Zoo Digital Publishing,1.493442103,0.5473221938,1.987500425,0.4086927576,4.258174163
1170,14557,Beyblade Evolution,3DS,2013.0,Action,Rising Star Games,1.087976995,0.394829814,1.175670403,0.394829814,3.509167809
1171,7505,Beyblade G-Revolution,GBA,2004.0,Action,Atari,3.102880015,2.004267726,1.867914012,1.100140948,7.837951129
1172,7481,BeyBlade VForce: Super Tournament Battle,GC,2002.0,Action,Atari,3.167418536,1.781124175,3.50962253,0.394829814,9.227325762
1173,2817,Beyblade VForce: Ultimate Blader Jam,GBA,2003.0,Action,Atari,4.346073533,3.339268793,3.387539117,0.394829814,12.00354241
1174,6463,Beyblade: Metal Fusion,DS,2009.0,Role-Playing,Hudson Soft,2.474271356,1.493442103,3.033887144,0.394829814,7.396430416
1175,7725,Beyblade: Metal Fusion - Battle Fortress,Wii,2009.0,Action,Konami Digital Entertainment,3.102880015,0.5826362231,1.493442103,0.394829814,5.342399632
1176,6150,Beyblade: Metal Masters,DS,2010.0,Action,Konami Digital Entertainment,3.167418536,2.697414907,2.992923061,1.493442103,10.39675618
1177,5451,Beyond Good & Evil,PS2,2003.0,Adventure,Ubisoft,3.167418536,2.959779171,3.878425425,1.781124175,11.8478951
1178,10510,Beyond Good & Evil,XB,2003.0,Adventure,Ubisoft,2.474271356,1.087976995,1.502072565,0.394829814,5.446378684
1179,11831,Beyond Good & Evil,GC,2003.0,Adventure,Ubisoft,2.186589283,0.394829814,2.350445531,0.394829814,5.453809896
1180,13313,Beyond Oasis,GEN,1993.0,Role-Playing,Sega,1.081045523,1.714663619,2.004267726,0.394829814,5.132196015
1181,3522,Beyond The Beyond,PS,1995.0,Role-Playing,Sony Computer Entertainment,2.792725087,2.474271356,3.950177876,1.781124175,10.99829849
1182,14276,Beyond the Labyrinth,3DS,,Role-Playing,Unknown,1.145708914,1.762339201,1.493442103,0.4086927576,4.982552036
1183,971,Beyond: Two Souls,PS3,2013.0,Adventure,Sony Computer Entertainment,4.346073533,4.872166628,2.186589283,3.921190339,15.32601978
1184,7107,Bicycle Casino 2005,XB,2004.0,Misc,Zoo Digital Publishing,3.228043158,2.004267726,2.140179797,0.394829814,7.811298932
1185,7911,Big Air,PS,1999.0,Sports,Accolade,2.697414907,2.340739963,2.049054034,0.394829814,7.436530279
1186,13389,Big Air Freestyle,GC,2002.0,Racing,Atari,1.781124175,0.394829814,2.666650104,0.394829814,5.56145784
1187,12457,Big Bang Mini,DS,2009.0,Shooter,SouthPeak Games,2.004267726,1.038935532,1.094908467,0.394829814,4.693402065
1188,15782,Big Bass Fishing,PS,2002.0,Action,Take-Two Interactive,1.087976995,0.5924445156,1.087976995,0.394829814,3.509167809
1189,5203,Big Bass World Championship,PS,1997.0,Sports,Starfish,3.390562088,3.033887144,3.115623159,1.087976995,10.65499105
1190,1086,Big Beach Sports,Wii,2008.0,Sports,THQ,4.201492304,5.019802627,1.107447382,3.390562088,13.73018739
1191,6968,Big Beach Sports 2,Wii,,Sports,THQ,2.592054391,2.879736464,1.355178032,1.493442103,8.549600452
1192,123,Big Brain Academy,DS,2005.0,Misc,Nintendo,5.512823626,6.022450928,5.470003629,4.521964199,21.52724238
1193,321,Big Brain Academy: Wii Degree,Wii,2007.0,Misc,Nintendo,5.058268908,5.657520003,4.108401881,4.15602993,18.98022072
1194,6967,Big Family Games,Wii,2009.0,Misc,THQ,4.433951351,3.485872267,2.398646397,1.087976995,11.41888718
1195,14320,Big Ichigeki! Pachi-Slot Taikouryku Universal Museum,SAT,1996.0,Misc,ASK,1.145708914,1.762339201,1.493442103,0.4086927576,4.982552036
1196,15115,Big Idea's VeggieTales: LarryBoy and the Bad Apple,PS2,2006.0,Action,Crave Entertainment,0.394829814,0.394829814,2.20747993,0.4225557012,3.66346124
1197,15769,Big Idea's VeggieTales: LarryBoy and the Bad Apple,GBA,2006.0,Action,Crave Entertainment,0.394829814,1.030390733,0.4861167779,0.4017612858,2.712912536
1198,7342,Big League Sports,X360,2011.0,Sports,Activision,3.285201572,1.087976995,4.045224846,0.394829814,9.115940012
1199,10626,Big League Sports,Wii,2008.0,Sports,Activision,2.592054391,0.394829814,2.806745176,0.394829814,6.303836743
1200,10369,Big League Sports: Summer,DS,2009.0,Sports,Activision,2.697414907,1.428817825,2.599770867,0.394829814,7.098240889
1201,10837,Big League Sports: Summer,Wii,2009.0,Sports,Activision,2.592054391,1.44412962,2.773721614,0.394829814,7.33964194
1202,14497,Big Mountain 2000,N64,1998.0,Sports,Imagineer,1.087976995,0.394829814,1.175670403,0.394829814,3.509167809
1203,2472,Big Mutha Truckers,PS2,2002.0,Racing,Empire Interactive,4.108401881,3.860565717,2.416290681,2.792725087,13.3972425
1204,7741,Big Mutha Truckers,XB,2002.0,Racing,Empire Interactive,3.102880015,1.781124175,2.165113677,0.394829814,7.464844868
1205,11465,Big Mutha Truckers,GC,2003.0,Racing,Empire Interactive,2.186589283,1.087976995,1.941165868,0.5542536656,5.745234095
1206,13950,Big Mutha Truckers,GBA,2005.0,Racing,Zoo Digital Publishing,1.493442103,0.394829814,1.781124175,0.394829814,4.085703537
1207,7727,Big Mutha Truckers 2,PS2,2005.0,Racing,Xplosiv,2.697414907,2.340739963,2.402716598,1.493442103,9.024821405
1208,11813,Big Mutha Truckers 2,XB,2005.0,Racing,Empire Interactive,2.004267726,1.087976995,1.469257848,0.4918704193,5.108537207
1209,4596,Big Strike Bowling,PS,2003.0,Sports,Gotham Games,3.53032403,3.167418536,2.32934413,1.493442103,10.52199412
1210,14764,Bigfoot King of Crush,Wii,2011.0,Racing,Zoo Games,1.087976995,1.246108387,3.333187933,0.394829814,6.124094873
1211,5607,Bigfoot: Collision Course,Wii,2008.0,Racing,Zoo Digital Publishing,3.796027196,2.641396325,4.156753596,1.087976995,11.73318087
1212,8789,Bigfoot: Collision Course,DS,2009.0,Racing,Zoo Digital Publishing,3.033887144,1.21678745,3.126287552,0.394829814,7.514292714
1213,12409,Biker Mice From Mars,PS2,2006.0,Racing,Game Factory,1.493442103,1.087976995,3.018116879,0.394829814,6.080344344
1214,14324,Biker Mice From Mars,DS,2007.0,Racing,Game Factory,1.493442103,0.5473221938,1.987500425,0.4086927576,4.258174163
1215,14299,Bikkuriman Daijiten,DS,,Misc,,1.145708914,1.762339201,1.493442103,0.4086927576,4.982552036
1216,6668,Billy Hatcher and the Giant Egg,GC,2003.0,Platform,Sega,3.339268793,2.004267726,2.223539173,0.394829814,8.002530667
1217,13329,Billy the Wizard: Rocket Broomstick Racing,Wii,2007.0,Racing,Metro 3D,1.781124175,1.120414204,3.556682059,0.977073446,7.555415786
1218,12050,Billy's Boot Camp: Wii de Enjoy Diet!,Wii,2011.0,Sports,Rocket Company,1.892811909,0.394829814,2.340739963,0.4433501167,5.284352124
1219,5449,Binary Domain,PS3,2012.0,Action,Sega,2.592054391,2.474271356,3.033887144,1.493442103,9.593654993
1220,7832,Binary Domain,X360,2012.0,Action,Sega,2.592054391,2.340739963,1.087976995,1.087976995,7.108748344
1221,16325,Binary Star,PSV,2014.0,Adventure,Idea Factory,1.493442103,0.394829814,0.394829814,0.394829814,3.046998541
1222,9157,Bio FREAKS,N64,1998.0,Action,GT Interactive,2.792725087,1.493442103,4.618261715,0.647250905,8.951381562
1223,9340,Bio FREAKS,PS,1998.0,Action,GT Interactive,2.340739963,2.004267726,1.499195744,0.394829814,6.221222141
1224,8176,Biohazard: Revival Selection,PS3,2011.0,Action,Capcom,1.935251777,0.9710696651,3.285201572,0.394829814,6.977851314
1225,14696,Biohazard: Revival Selection,X360,2011.0,Action,Capcom,1.145708914,1.762339201,1.493442103,0.4086927576,4.982552036
1226,5138,Bionic Commando,PS3,2009.0,Platform,Capcom,2.879736464,3.228043158,0.394829814,2.340739963,8.843349399
1227,6192,Bionic Commando,X360,2009.0,Platform,Capcom,2.879736464,2.879736464,0.394829814,1.493442103,7.647744844
1228,4514,Bionicle,PS2,2003.0,Action,Electronic Arts,3.439352252,3.228043158,3.549048738,2.186589283,12.4443567
1229,7424,Bionicle,GC,2003.0,Action,Electronic Arts,3.167418536,1.781124175,3.50962253,0.394829814,9.227325762
1230,11166,Bionicle,GBA,2003.0,Action,THQ,2.186589283,1.087976995,1.941165868,0.5542536656,5.745234095
